id,rc_reg_crse_insttn,rc_regcrs_deparmnt_crm,rc_crse_title,rc_crse_numbr,rc_crse_cdt_lvl,rc_crse_cdt_hrs,rc_cnthrs_editn,rc_cnthrs_strt_dat,rc_cnthrs_end_dat,rc_cnthrs_strt_yr,rc_cnthrs_end_yr,rc_cnthrs_strt_sem,rc_cnthrs_end_sem,rc_cnthrs_strt_qurtr,rc_cntnthrs_end_qtr,data_discrpncy_final_dta,rc_final_data_course_name,rc_rgsd_numbr,rc_rgs_typ_fnl,third_edition_cr_number,alterations,rc_cntnt_alloc_a1,rc_cnt_alloc_b1,rc_cntn_alloc_type_c1,rc_cnt_alloc_c2,rc_cntn_alloc_type_d1,rc_cntn_alloc_type_d2,rc_cntn_alloc_type_d3,rc_cntn_alloc_type_d4,rc_cntn_alloc_type_d5v,rc_cntn_alloc_type_e1,rc_cntn_alloc_type_5av,rc_cntn_alloc_type_5d,rc_cntn_alloc_type_5g,rc_cntn_alloc_type_5h,rc_cntn_alloc_type_5e,rc_cntn_alloc_type_5b,rc_cntn_alloc_type_5c,rc_cntn_alloc_type_5f
037dd613-f5f2-4078-8f4d-953ee2454e88 Fourth Edition,Rollins College,Health Professions,Behavioral Interventions I: Applications,BACS 541,Graduate,4,Fourth Edition,,,2016,,Spring,,,,,4375 BCBA,4375, BCBA,,{Title:Behav Intervnt I: Applications},,7,1,,3,13,5,8,8,,,,,,,,,
cbb5d7ee-fab4-416f-9802-6c774bd17b67 Fourth Edition,Pennsylvania State University,Education,Applied Behavior Analysis for Special Education: Extended Applications I,SPLED 503C,Graduate,4,Fourth Edition,,,2012,,Fall,,,,,4027 BCBA,4027, BCBA,,{Title:ABA III},,14,1,1,4,15,2,13,10,,,,,,,,,
0a2e8926-cdfe-45a9-91ce-35733bb3d050 Fourth Edition,University of Lille,Psychology,Applied Behavior Analysis,UE 2 S1,Graduate,48,Fourth Edition,,,2013,,Fall,,,,,4101 BCBA,4101, BCBA,,{Number:UE2 S1},,24,,,12,,12,,,,,,,,,,,
b8392926-db57-4a4d-94d0-d7597cdc5931 Fourth Edition,Long Island University,Psychology,Applied Behavior Analysis,PSY 75,Undergraduate,3,Fourth Edition,,5/7/2020,2014,,Summer,,,,,4204 BCaBA (Post Campus),4204, BCaBA (Post Campus),,{Title:Applied Behavior Analysis},5,20,,,10,10,,,,,,,,,,,,
01d39ab7-971b-4b51-9327-0d8f6d007d60 Fourth Edition,Kent State University,Special Education,Program Development in Applied Behavior Analysis,SPED 63031,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4242 BCBA,4242, BCBA,,{Title:Prog Devel/Ethical App of ABA},,4,3,1,8,8,3,6,2,10,,,,,,,,
051da747-a70b-4694-9cab-19fdf8f12390 Fourth Edition 3/13/2014 12:00:00 AM,"Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)","Istituto per la Ricerca, la Formazione e l'Informazione sulle DisabilitÃ  (IRFID)","Identification, Assessment and Discretionary",IRFID 5,Graduate,45,Fourth Edition,3/13/2014,,2014,,,,,,,4149 BCBA,4149, BCBA,,{Title:Identification},,,,,30,,,,,15,,,,,,,,
3defe077-033b-4250-b317-dd1a053ce1ba Fourth Edition,University of Oklahoma,Educational Psychology,Families and Young Children with Developmental Delays,EDSP 5403,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4040 BCBA,4040, BCBA,,{Title:Young Children DD},2,,,,4,6,,3,,30,,,,,,,,
a7a9ac4a-7ac9-4644-a22f-3073fe9a903d Fourth Edition 2/3/2014 12:00:00 AM,University of Waikato,School of Psychology,Applied Behaviour Analysis: Theory and Issues,PSYC560-xxA(HAM or NET),Graduate,35,Fourth Edition,2/3/2014,,2014,,,,,,,4143 BCBA,4143, BCBA,,{Title:Applied Behaviour Analysis: Theory and Issues},,15,7,2,,11,,,,,,,,,,,,
ed554246-8a63-45c6-bc00-96872f8770d0 Fourth Edition,Western Connecticut State University,Education,Applied Behavior Analysis II,EPY 642,Graduate,4,Fourth Edition,,5/20/2020,2013,,Fall,,,,,4078 BCaBA,4078, BCaBA,,{Title:Applied Behavior Analysis II},,20,,10,,25,5,5,5,,,,,,,,,
b485d826-7694-45c4-b049-c2adca93a309 Fourth Edition,Azusa Pacific University,Education,(Fall 2017) BEHAVIOR CHANGE PROCEDURES IN APPLIED SETTINGS- PART 2,ABA534,Graduate,3,Fourth Edition,,,2017,,,,Q3,,,4174 BCBA,4174, BCBA,,{Title:BEHAVIOR CHANGE PROCEDURES- PART 2},,,1,1,3,26,4,5,5,,,,,,,,,
230a9e7a-533a-4f72-ba78-80461165455d Fourth Edition,Moscow Psychological and Social University,Psychology,Basic Principles in ABA,Module 1,Undergraduate,3,Fourth Edition,,,2018,,Fall,,,,,4521 BCaBA,4521, BCaBA,,,,20,10,,,15,,,,,,,,,,,,
07c254e1-5a7d-4838-9256-1e1748fa4230 Fourth Edition,Oranim Academic College of Education,Further Education,Concepts and Principles of Behavior Analysis,1021101-0; 1021001-0,Graduate,60,Fourth Edition,,,2015,,Fall,,,,,4321 BCaBA,4321, BCaBA,,{Title:NSHABPRINCIPLES},,45,,,,5,5,5,,,,,,,,,,
3767888c-440a-438b-ada9-4443797774c8 Fourth Edition,Saint Lawrence College,Behavioural Psychology,[Winter 2019] Applied Behaviour Analysis III,PSYC 18DG,Undergraduate,4,Fourth Edition,,4/30/2018,,,Winter,,,,,4259 BCaBA,4259, BCaBA,,{Title:Applied Behaviour Analysis III},,5,5,,15,10,10,5,10,,,,,,,,,
0e980e85-8ecc-4847-93a6-6cb2540e2650 Fourth Edition 9/1/2016 4:00:00 AM,University of Nevada Reno,Psychology,Elementary Analysis of Behavior,Psy 205,Undergraduate,45,Fourth Edition,9/1/2016,,2017,,Spring,,,,,4445 BCaBA,4445, BCaBA,,{Title:Principles}{Title:Elementary principles of Behavior},,20,,2,2,10,2,2,,7,,,,,,,,
c0e9a081-7dda-45ab-97f1-db5488c31e87 Fourth Edition,Kibbutzim College,School for advanced studies,Emotional Behavior - Developing Changing & Improving Emotional State,6524,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Emotional Behavior - Developing Changing & Improving Emotional State},,,,,,,,,,30,,,,,,,,
fdbee280-6893-4792-8e34-1e519af8f4bb Fourth Edition,Emirates College for Advanced Education,"Counseling, Special Education and Neuroscience",ABA3: Behavior Change Procedures,ELEAB03,Undergraduate,4,Fourth Edition,,12/31/2019,2014,,Fall,,,,,4264 BCaBA,4264, BCaBA,,{Title:App Behavior Anal 3},,,,,,60,,,,,,,,,,,,
fbe1772b-7d57-4d1f-ba4d-8a3aca4811ef Fourth Edition,Auburn University,Special Education,Curriculum and Theory in Autism and Developmental Disabilities ,RSED 7400,Graduate,3,Fourth Edition,,8/5/2019,2016,,Summer,,,,,4407 BCBA,4407, BCBA,,{Number:RSED 7406}{Title:Curriculum & Theory},,15,5,,5,15,,5,,,,,,,,,,
8e5fcd24-3766-43d3-921a-7b46a6092a66 Fourth Edition,Caldwell University,Applied Behavior Analysis,Assessing Autism Interventions,ABA 553,Graduate,3,Fourth Edition,,,2009,,Fall,,,,,4169 BCBA,4169, BCBA,,{Title:Assessing Autism Interventions},5,,,,,,,,,40,,,,,,,,
5a2b185a-98c0-4caf-bc8d-de94c7d50e6c Fourth Edition,Lehigh University,Special Education,Autism Spectrum Disorders and Evidence-Based Practices,SPED 416,Graduate,3,Fourth Edition,,,2017,,Summer,,,,,4408 BCBA,4408, BCBA,,{Title:ASD & Evidence-Based Practices},,8,2,,7,10,4,6,2,6,,,,,,,,
398baf8c-4464-4044-8232-d6d70f0fb405 Fourth Edition,Johns Hopkins University,Special Education,"Research Methods:  Evaluation, Measurement and Single Case Design",873.602,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4083 BCBA,4083, BCBA,,"{Title:Research Methods:  Evaluation, Measurement and Single Case Design}",,,25,20,,,,,,,,,,,,,,
89b90794-ecdc-4d2c-ba0d-b2be88ea77f1 Fourth Edition,University of Minnesota,Education,Assessment and Intervention for Individuals with Autism Spectrum Disorder,EPSY 5663,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4471 BCBA,4471, BCBA,,{Title:Assessment and Intervention},,,,,5,20,,,,20,,,,,,,,
4756d7d1-9bf5-445b-a44c-35339e76ae5d Fourth Edition,Nova Southeastern University/Mailman Segal Center for Human Development,Mailman Segal Center for Human Development/Abraham S. Fischler College of Education,Applications of ABA in Education & Human Services,EDD/SPED 9660,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4167 BCBA,4167, BCBA,,{Number:EDD}{Number:SPED 9660}{Title:Appl. of ABA in Edu. & H.S.},,,,,10,35,,,,,,,,,,,,
663bf2a5-1fcd-4598-b252-6788dad090c5 Fourth Edition,University of Southern Maine,Psychology,Enhanced BCBA Training for Task List 4,EPC 577,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4074 BCBA,4074, BCBA,,,,,5,,,,10,10,10,,,,,,,,,
d6cbda1e-626b-4dce-b08b-2584c2fa54ec Fourth Edition,Hebrew University of Jerusalem,,Functional Assessment and Treatment Progrmas for Challenging Behaviors part 1,450,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4343 BCaBA,4343, BCaBA,,{Number:FA1},,,,,10,10,3,,5,,,,,,,,,
08dbf404-7171-494d-b4ba-5912a99e1cfe Fourth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Concepts and Principles in Behavior Analysis I,AB 540SD,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,"4502 BCBA IR, LA, SD",4502," BCBA IR, LA, SD",,{Title:Concepts and Principles in Behavior Analysis I},,45,,,,,,,,,,,,,,,,
5049c1d9-cc04-4a2a-b010-6383f86d8d4a Fourth Edition,Rider University,Psychology,(Fall 2012) Social Skills Assessment & Intervention,PSY 536,Graduate,3,Fourth Edition,,8/31/2019,2012,,Fall,,,,,4115 BCBA,4115, BCBA,,{Title:Assess&social Skills Intervl},,,,,4,2,4,2,3,27,,,,,,,,
85e9af53-6ee3-4b63-a470-9c9d02c2315d Fourth Edition 12/12/2013 12:00:00 AM,University of South Wales,Psychology,Applications of Behaviour Analysis,PL4S123,Graduate,20,Fourth Edition,12/12/2013,,2013,,,,,,,4135 BCBA,4135, BCBA,,{Title:Applications of Behaviour Analysis},,,,,,14,,6,10,15,,,,,,,,
232a83d3-ee97-4df4-9854-22430fa8fd5e Fourth Edition,Wayne State University,Psychology,ABA Treatment Planning,7103,Graduate,4,Fourth Edition,,,2013,,Spring,,,,,4060 BCBA,4060, BCBA,,{Number:EDP 7103},,,,,,30,10,5,10,5,,,,,,,,
29a108d5-2ea0-466f-b967-3e65a1988f44 Fourth Edition,University of Oklahoma,Educational Psychology,Small-N Research Design,EDSP 6023,Graduate,3,Fourth Edition,,,2013,,Spring,,,,,4040 BCBA,4040, BCBA,,{Title:Small-N Research},,5,20,15,3,2,,,,,,,,,,,,
e1254a83-d7a3-41ab-8a10-65ef4f7d5488 Fourth Edition,Texas State University,Curriculum and Instruction,Advanced Studies in Challenging Behavior,"SPED 5376, SPED5310",Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4126 BCBA,4126, BCBA,,{Title:Adv Stud Chal Beh}{Number:SPED 5310},,12,6,,8,6,2,2,,9,,,,,,,,
fae51754-7bef-4449-869e-f8c073557eb0 Fourth Edition,Oslo Metropolitan University,Department of behavioral science,Introduction of terms,MALKA 211,Graduate,54,Fourth Edition,,,2018,,Summer,,,,,4488 BCBA,4488, BCBA,,{Title:Introduction of terms},,,10,,14,,10,,10,10,,,,,,,,
2a30bff0-5d3e-49b4-9acc-8a49269f613b Fourth Edition,California State University Fresno,Psychology,Community Intervention and Behavior Support,PSYCH 271,Graduate,3,Fourth Edition,,8/22/2018,2014,,Fall,,,,,4246 BCBA,4246, BCBA,,{Title:Community Interventions},,,,,,,10,10,10,15,,,,,,,,
5de02ff4-1e29-40d0-80e8-e816aae512ce Fourth Edition,Kibbutzim College,School for advanced studies,Educational and Clinical Intervention,6522,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Educational and Clinical Intervention},,,,,,,,,30,,,,,,,,,
df5de7e0-0ace-4bd2-a818-32286c8362df Fourth Edition,Manhattanville College,Special Education,Measurement and Single Experimental Designs,EDU 5642,Graduate,3,Fourth Edition,,,,,,,,,,4156 BCBA,4156, BCBA,,{Number:EDU 5542},,,25,20,,,,,,,,,,,,,,
88009066-da60-49de-8ca7-9ad8f6670f9c Fourth Edition,Stockholm University,,Research Methods; Single subject designs & introduction to basic concepts in ABA II,PSAA02,Graduate,55,Fourth Edition,,,,,,,,,,4475 BCBA,4475, BCBA,,,,10,10,5,10,10,,,,,,,,,,,,
5cc3a985-f1c5-4f6a-991c-ff543f5ddd93 Fourth Edition,Humber College,School of Community and Social Services,Professional Practice,BSCI 5006/ DSW.805,Graduate,5,Fourth Edition,,,2012,,,,Q4,,,4017 BCaBA,4017, BCaBA,,{Number:BSCI 5006}{Number:DSW.805},40,,,,5,,,5,,,,,,,,,,
994518c0-d9bb-4d5b-b6fe-2b0efb614a09 Fourth Edition,University of Missouri Columbia,,Psychological Interventions with Children & Adolescents: Behavior Intervention and Consultation,ESC_PS 8145,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4326 BCBA,4326, BCBA,,{Number:ESC_PS 8145-01}{Title:Psych Intervnt w/chld&Adol:Bhv},,,,,,5,,10,10,20,,,,,,,,
5fcc4da5-01ae-42d9-af38-53ab581ab784 Fourth Edition,University of Florida,Psychology,Behavior Analysis in Developmental Disabilities,EAB 6716,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4265 BCBA,4265, BCBA,,{Title:BEH ANLYS DEV DISABIL},,,,,,15,10,10,10,,,,,,,,,
1113a521-e768-463d-aa12-d53ab65ee4e4 Fourth Edition,Lindenwood University,Educational Leadership,Research Methods in Applied Behavior Analysis,EDSBA52000DL01,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4175 BCBA,4175, BCBA,,{Title:Research Methods in Applied Behavior Analysis},,,25,20,,,,,,,,,,,,,,
cb0eb719-9660-4073-9ce2-101697567d31 Fourth Edition,Sam Houston State University,"Language, Literacy, and Special Populations",Thesis 1: Research Method in Behavior Analysis,SPED 6314,Graduate,3,Fourth Edition,,1/14/2020,2014,,Spring,,,,,4179 BCBA,4179, BCBA,,{Title:Thesis I-Rsch Mthd-Bhvr Analys},,,,,,16,5,,,24,,,,,,,,
8530973c-851b-4ef6-821e-855f7c29367c Fourth Edition 11/13/2014 12:00:00 AM,Association for training in Neurodevelopment Monorodi,Monorodi,Measurement and Experimental Design I,ATHABA-2,Graduate,15,Fourth Edition,11/13/2014,1/21/2018,,,,,,,,4262 BCaBA,4262, BCaBA,,{Number:ATHABA-2},,,10,5,,,,,,,,,,,,,,
fb013651-cd82-4bb8-a336-7dbaa1c81fad Fourth Edition,Rollins College,Health Professions,Principles of Applied Behavior Analysis,BACS 522,Graduate,4,Fourth Edition,,,2016,,Spring,,,,,4375 BCBA,4375, BCBA,,{Title:Prin Applied Behavior Analysis},1,19,3,3,1,13,2,3,,,,,,,,,,
a381be28-042a-43dd-a35c-abca8f3cdca4 Fourth Edition,Hunter College,Special Education,Applied Behavior Analysis I,EDABA 795.00,Graduate,3,Fourth Edition,,,2014,,Fall,,,,,4253 BCBA,4253, BCBA,,{Title:AP BEHAVIOR ANAL 1},,5,7,8,3,14,4,,4,,,,,,,,,
c6937d05-2992-43bd-aa6f-1369e8c6738b Fourth Edition 7/1/2020 4:00:00 AM,University of West Florida,Center for Behavior Analysis,[SUM 2020] Measurement and Single Case Design,EDF 6437,Graduate,3,Fourth Edition,7/1/2020,,2020,,,,,,,4043 BCBA,4043, BCBA,,{Title:Measurement & Single Case Des},,,25,20,,,,,,,,,,,,,,
c9eea8f4-7635-4f8c-bed8-2fcab5dd5aa6 Fourth Edition,Auburn University,Psychology,Applied Behavior Analysis Capstone Project,PSYC 7980,Graduate,6,Fourth Edition,,,,,,,,,,4001 BCBA,4001, BCBA,,{Number:PSYC 7980},,10,10,10,10,10,10,10,10,10,,,,,,,,
905565fa-76ee-4bba-9474-ccd7d3aff858 Fourth Edition,Duquesne University,"Department of Counseling, Psychology & Special Education",Evidence-Based Practices for Learners with Autism Spectrum Disorders,GSPE 656,Graduate,3,Fourth Edition,,6/15/2018,2013,,Fall,,,,,4095 BCBA  - [Retired],4095, BCBA  - [Retired],,,,11,2,3,10,8,1,3,2,5,,,,,,,,
fe724038-50bf-4524-a254-d730f735e6f0 Fourth Edition,Auburn University,Special Education,(Fall 2016) Positive Behavior Interventions and Supports,7460/7466,Graduate,3,Fourth Edition,,8/5/2019,2016,,Fall,,,,,4407 BCBA,4407, BCBA,,{Title:Positive Behavior Interventions }{Number:7460}{Number:7466},,,5,,10,,,,,30,,,,,,,,
fb5cc53d-ed6c-4267-8638-864e6d561c89 Fourth Edition,Wayne State University,Education,Field Experience in Applied Behavior Analysis 3,EDP 3106,Undergraduate,2,Fourth Edition,,,2016,,Spring,,,,,4397 BCaBA,4397, BCaBA,,{Number:EDP 3106},,2,,,18,4,,,,2,,,,,,,,
7f8fab7d-c618-4ad9-848c-9ae82a7c92ff Fourth Edition,Philadelphia College of Osteopathic Medicine,Psychology,(starting Summer 2017) Basic Principles in Applied Behavior Analysis  ,SPSY 524,Graduate,3,Fourth Edition,,,2017,,Fall,,,,,4161 BCBA (degree),4161, BCBA (degree),,{Title:Basic Principles in Applied Behavior Analysis},,35,5,,,,,,,5,,,,,,,,
8a14cff3-da87-4c01-8ed9-57d20ab581fc Fourth Edition,Philadelphia College of Osteopathic Medicine,Psychology,(starting summer 2016) Learning: Theory and Application,SPSY 510,Graduate,3,Fourth Edition,,,2016,,Summer,,,,,4161 BCBA (degree),4161, BCBA (degree),,{Title:Learning: Theory and Application},,10,,,,10,,,,5,,,,,,,,
99c7730d-c335-4d81-bf21-a91578712341 Fourth Edition,Trinity Christian College,Special Education,"Strategies, Methods, Interventions and Approaches to Teaching Reading, Math, Writing, and Content Area information",SPED 545,Graduate,6,Fourth Edition,,,2013,,Fall,,,,,4085 BCBA,4085, BCBA,,"{Title:Strategies, Methods, Interventions, and Approaches to Teaching Reading, Math, Writing, and Content}",,,,,30,,10,10,10,30,,,,,,,,
0249fe1c-40a8-409a-a9ec-7fd11ef4183e Fourth Edition 1/22/2019 5:00:00 AM,Westfield State University,Psychology,(Fall 2013) Ethics,643,Graduate,3,Fourth Edition,1/22/2019,5/10/2019,2013,,Fall,,,,,4180 BCBA,4180, BCBA,,{Number:PSYC 0655},45,,,,,,,,,,,,,,,,,
8e96c9d6-d8cc-4af8-925a-83d56efe4ec0 Fourth Edition,Elms College,Communication Sciences and Disorders,[Fall 2012] Applied Behavior Analysis,ASD 602,Graduate,3,Fourth Edition,,8/20/2017,2012,2016,Fall,Fall,,,,4008 BCBA,4008, BCBA,,{Number:ASD 702}{Title:Applied Behavior Analysis},,20,1,2,10,3,,,1,8,,,,,,,,
8a112b86-d724-4f91-ac2b-fa501d2f65b8 Fourth Edition,"Chicago School of Professional Psychology, The",Applied Behavior Analysis,Professional Ethics & Issues in Behavior Analysis,AB 565IR ,Graduate,3,Fourth Edition,,,2018,,Summer,,,,,"4502 BCBA IR, LA, SD",4502," BCBA IR, LA, SD",,{Title:Professional Ethics & Issues in Behavior Analysis},45,,,,,,,,,,,,,,,,,
ac52b84e-7798-4847-823a-fabda6ba58af Fourth Edition,California State University Northridge,Psychology,Advanced Psychological Measurement,PSY 525B,Graduate,3,Fourth Edition,,,2014,,Spring,,,,,4145 BCBA,4145, BCBA,,,,,5,10,15,,5,5,5,,,,,,,,,
e3c79f3e-9634-433e-be28-06c076762784 Fourth Edition,Kibbutzim College,School for advanced studies,Research Methodology,6517,Graduate,30,Fourth Edition,,8/30/2019,2014,,Fall,,,,,4239 BCBA,4239, BCBA,,{Title:Research Methodology},30,,,,,,,,,,,,,,,,,
fdbad946-31c2-4579-871a-51871756bb21 Fourth Edition,University of West Florida,Center for Behavior Analysis,[SPRING 2020] APPLIED BEHAVIOR ANALYSIS AND SYSTEM SUPPORT,EDF 6223,Graduate,3,Fourth Edition,,,2020,,Spring,,,,,4044 BCaBA,4044, BCaBA,,{Title:APPLIED BEHAVIOR ANALYSIS AND SYSTEM SUPPORT },,,,,,45,,,,,,,,,,,,
6d0d6fad-ef6f-4f74-b30c-b631d377025f Fourth Edition,Emirates College for Advanced Education,"Counseling, Special Education and Neuroscience","Measurement, Research Design and Supervision",EDUABA4,Graduate,3,Fourth Edition,,,,,,,,,,4508 BCBA,4508, BCBA,,{Number:EDUABA4 Measurement},,,18,12,,,,,15,,,,,,,,,
59b2992a-6b8b-46ab-9c5e-f463414a9ab4 Fourth Edition,Florida Tech,Behavior Analysis,[Fall 2018] Ethics for Behavior Analysts 1,5044,Graduate,1,Fourth Edition,,,2018,,Fall,,,,,4039 BCaBA,4039, BCaBA,,{Number:BEH 5044}{Title:Ethics for Behavior Analysts 1},15,,,,,,,,,,,,,,,,,
14169571-eab1-4c60-a02b-5e5c1f0bc0a0 Fourth Edition 4/7/2015 12:00:00 AM,University of Dublin Trinity College,Psychology,Supervised Practice,Module PS7096,Graduate,12,Fourth Edition,4/7/2015,,2015,,,,,,,4282 BCaBA,4282, BCaBA,,{Title:Supervised Practice}{Number:PS7096},,,,,,,2,,5,5,,,,,,,,
728242e4-7d76-4cb4-94d6-2de074831922 Fourth Edition,James Madison University,Graduate Psychology / Exceptional education,Principles of Behavior Analysis,PSY 610,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4122 BCBA,4122, BCBA,,{Title:Principles of Behavior Analysis},1,5,5,4,5,5,5,10,5,,,,,,,,,
8d288e47-47d9-4824-97f8-6bd9d4d43059 Fourth Edition,Brock University,Applied Disability Studies,[May 2019] Topics in Applied Behaviour Analysis: Diverse Applications of ABA ,ADST 5V73,Graduate,45,Fourth Edition,,,2019,,Summer,,,,,4234 BCBA,4234, BCBA,,{Number:ADST  5V71}{Number:ADST 5V72}{Title:Topics in Applied Behaviour Analysis},,12,,,6,19,5,3,,,,,,,,,,
7c2b13e1-99c0-40a8-bdb5-7b9f181484ba Fourth Edition,Nova Southeastern University/Mailman Segal Center for Human Development,Psychology,Behavior Modification,PSYC 2300,Undergraduate,3 credit hours,Fourth Edition,,,2012,,Fall,,,,,4025 BCaBA,4025, BCaBA,,{Number:PSYC 2300},5,15,5,5,5,5,,,,5,,,,,,,,
01541a8d-2b13-4853-9599-c55673c62913 Fourth Edition,Elms College,Communication Sciences and Disorders,Positive Approaches in Behavioral Interventions in ASD,ASD 605,Graduate,3,Fourth Edition,,,2012,,Fall,,,,,4009 BCaBA,4009, BCaBA,,{Number:ASD 705}{Title:PosApptoBehIntervASD},1,14,1,,5,18,2,3,,1,,,,,,,,
c6aa0ece-5336-4410-9fa5-efc98d7d081c Fourth Edition,Lambton College,School of Community Studies & Liberal Arts,Introduction to Applied Behavior Analysis,AUT5004,Undergraduate,4,Fourth Edition,,8/31/2019,2014,,Summer,,,,,4205 BCaBA,4205, BCaBA,,{Title:Intro to Applied Behaviour},,35,6,5,8,5,,1,,,,,,,,,,
f589d2e2-ffd0-453b-8907-89d7e6ea8aff Fourth Edition,University of Nevada Las Vegas,Ed and Clinical Studies,Advanced Educational Strategies for Students with Autism Spectrum Disorders,ESP 739,Graduate,3,Fourth Edition,,,2015,,Spring,,,,,4267 BCBA,4267, BCBA,,{Title:Adv Strat for Autism},,6,6,,13,5,,,,15,,,,,,,,
8d7ce65b-525c-4765-af51-ddebd53961e1 Fourth Edition,Lehigh University,Special Education,Positive Behavior Support,SPED 432,Graduate,3,Fourth Edition,,,2016,,Summer,,,,,4408 BCBA,4408, BCBA,,{Title:POSITIVE BEHAV SUPPORT},,4,3,,12,13,2,2,4,5,,,,,,,,
e1323b82-c61f-47ce-b5f9-95c1df9f7c3c Fourth Edition,Tennessee Technological University,Curriculum and Instruction,Introduction to Applied Behavior Analysis,SPED 6050,Graduate,3,Fourth Edition,,12/19/2019,2015,,Spring,,,,,4274 BCBA,4274, BCBA,,{Title:Introduction to Applied Behavior Analysis},,6,17,10,7,,2,,,3,,,,,,,,
fc7c2e5d-9fd8-447e-94cd-ce437bfd226e Fourth Edition,University of Rochester,Education,Methods and Applications in Applied Behavior Analysis,ED 458,Graduate,3,Fourth Edition,,,2012,,Summer,,,,,4003 BCBA,4003, BCBA,,{Title:Methods & App in ABA},,15,,,,20,5,5,,,,,,,,,,
76d9db50-0b9c-47d6-88d7-ef08dc5003e8 Fourth Edition,Central Washington University,Psychology,[September 2017] Behavioral Treatment of Autism,PSY 563,Graduate,4,Fourth Edition,,,2017,,,,Q3,,,4134 BCBA,4134, BCBA,,{Title:Behavioral Treatment of Autism},3,,,,,6,,2,,29,,,,,,,,
9e7b16bb-742d-49cf-9e80-7609d303f326 Fourth Edition,SWPS University of Social Sciences and Humanities,Psychology,Practicum in early intensive behavioral therapy for children with autism,13,Graduate,20,Fourth Edition,,,2016,,Spring,,,,,4368 BCBA,4368, BCBA,,,,,5,,,5,,,5,5,,,,,,,,
e715e65f-17a3-422e-ae32-4711db02c980 Fourth Edition,Pennsylvania State University,Education,Applied Behavior Analysis for Special Education: Basic Principles I,SPLED 503A,Graduate,4,Fourth Edition,,,2012,,Fall,,,,,4027 BCBA,4027, BCBA,,{Title:ABA I},,27,18,10,2,3,,,,,,,,,,,,
f365e61f-d092-4928-9fc2-73ccdbe6cb64 Fourth Edition,University of Texas Austin,Special Education - Extension,Single Subject (Web Based),SED 396R,Graduate,3,Fourth Edition,,,2013,,Fall,,,,,4105 BCBA,4105, BCBA,,{Title:Single-Subject Rsch Design-WB},,,25,20,,,,,,,,,,,,,,
69f1530d-2bc7-4df4-ac6b-23b109e474bf Fourth Edition,Florida Tech,Behavior Analysis,[Fall 2018] Assessment and Behavior Change Procedures for Behavior Reduction,5049,Graduate,3,Fourth Edition,,,2018,,Fall,,,,,4038 BCBA,4038, BCBA,,{Title:Assessment and Behavior Change Procedures for Behavior Reduction},,,,,20,20,5,,,,,,,,,,,
aa823f18-bc04-4511-91ad-99b453a27beb Fourth Edition,University of Missouri Columbia,,Survey of Applied Behavior Analysis,HLTHPSYC 8400 (HTH_PR 8001: Topics in Health Professions) / SPC_ED 8460,Graduate,3,Fourth Edition,,,2015,,Fall,,,,,4326 BCBA,4326, BCBA,,{Title:Survey of ABA}{Number:SPC_ED 8460},,,,,,5,,10,10,20,,,,,,,,
366f2687-c120-4a22-88f4-059c4e03a493 Fourth Edition 2/3/2014 12:00:00 AM,University of Waikato,School of Psychology,Case Study Analysis in Applied Psychology (Applied Behaviour Analysis) ,PSYC551-xxC(HAM or NET),Graduate,80,Fourth Edition,2/3/2014,,2014,,,,,,,4143 BCBA,4143, BCBA,,{Title:Case Study Analysis in Applied Psychology (Applied Behaviour Analysis) },10,,,5,30,10,10,5,10,,,,,,,,,
