RC Institution,RC Department,RC Registered Course Name,VCS #,VCS Name,Course Title,Course Number,Course Credit level,Course Credit Hours,Edition,Alternate Course Values,Start Date,End Date,Start Year,End Year,Start Semester,End Semester,Start Quarter,End Quarter,A1,B1,C1,C2,D1,D2,D3,D4,D5,E1,5A,5B (B1),5B (B2),5B (B3),5C1-C2,5D1,5D2-D5 (D2),5D2-D5 (D3)
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Advanced Principles of Learning and Analysis of Behavior,PSB 573,Graduate,3,Fourth Edition,,8/21/2019,,,,,,,,,9,,,,13,,13,,10,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Ethical Issues and Professional Standards in ABA,PSB 520,Graduate,3,Fourth Edition,,8/16/2018,,,,,,,,45,,,,,,,,,,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Development of Applied Behavioral Intervention Programs,PSB 540,Graduate,3,Fourth Edition,,1/6/2019,,,,,,,,,3,,,3,12,11,2,11,3,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Basic Principles of Organizational Behavior Management,PSB 563,Graduate,2,Fourth Edition,,8/16/2018,,,,,,,,,,,,,,,5,0,15,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Basic Principles of Applied Behavior Analysis,PSB 501,Graduate,3,Fourth Edition,,8/16/2018,,,,,,,,,20,10,9,3,,,,,3,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Behavioral Observation and Functional Assessment,PSB 530,Graduate,3,Fourth Edition,,1/6/2019,,,,,,,,,3,3,,21,15,,3,,,,,,,,,,
Arizona State University-Dept of Psychology,Psychology,4290 BCBA,4290, BCBA,Basic Principles of Experimental  Analysis of Behavior,PSB 510,Graduate,2,Fourth Edition,,8/16/2018,,,,,,,,,10,,,3,5,,1,,1,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-6 Intervention and Implementation 1,BEHABA-6,Graduate,15,Fourth Edition,,6/21/2017,,,,,,,,,,,,,,5,5,5,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-9 Intervention and Implementation 2,BEHABA-9,Graduate,30,Fourth Edition,,6/21/2017,,,,,,,,,,,,,,5,5,5,15,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,BEHABA-6: Intervention and Implementation I ,BEHABA-6,Graduate,15,Fourth Edition,,2/25/2018,,,,,,,,,,,,,,5,5,5,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-1 Concepts and principles,BEHABA-1,Graduate,45,Fourth Edition,,6/21/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,BEHABA-2: Measurement and Experimental Design I ,BEHABA-2,Graduate,15,Fourth Edition,,2/25/2018,,,,,,,,,,10,5,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-3 Introduction to ethics and profesional conduct,BEHABA-3,Graduate,15,Fourth Edition,,6/21/2017,,,,,,,,15,,,,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,BEHABA-3: Introduction to Ethical and Professional ,BEHABA-3,Graduate,15,Fourth Edition,,2/25/2018,,,,,,,,15,,,,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-2 Measurement and experimental design 1,BEHABA-2,Graduate,15,Fourth Edition,,6/21/2017,,,,,,,,,,10,5,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,BEHABA-1: Concepts and Principles of Behaviour Analysis ,BEHABA-1,Graduate,45,Fourth Edition,,2/25/2018,,,,,,,,,45,,,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-8 Ethical and Professional Conduct,BEHABA-8,Graduate,30,Fourth Edition,,6/21/2017,,,,,,,,30,,,,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,BEHABA-4: Behaviour Change Applications ,BEHABA-4,Graduate,45,Fourth Edition,,2/25/2018,,,,,,,,,,,,,45,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,"BEHABA-5 Identification, assessment and discretionary",BEHABA-5,Graduate,45,Fourth Edition,,6/21/2017,,,,,,,,,,,,30,,,,,15,,,,,,,,
Association Agir et Vivre l'Autisme,,4479 BCaBA,4479, BCaBA,"BEHABA-5: Identification, Assessment, and discretionary",BEHABA-5,Graduate,45,Fourth Edition,,2/25/2018,,,,,,,,,,,,30,,,,,15,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-7 Measurement and Experimental Design 2,BEHABA-7,Graduate,30,Fourth Edition,,6/21/2017,,,,,,,,,,15,15,,,,,,,,,,,,,,
Association Agir et Vivre l'Autisme,Association,4446 BCBA,4446, BCBA,BEHABA-4 Behavior change applications,BEHABA-4,Graduate,45,Fourth Edition,,6/21/2017,,,,,,,,,,,,,45,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Introduction to Behaviour Pharmacology,ATHABA 9,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,6,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Behaviour Assessment,ATHABA 3,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,45,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Intervention and Implementation I,ATHABA-6,Graduate,15,Fourth Edition,{Number:ATHABA-6},11/13/2014,1/12/2019,,,,,,,,,,,,,5,5,5,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Philosophical Undepinnings & Concepts and Principles,ATHABA 1,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,45,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,"Identification, Assessment, and Discretionary",ATHABA-5,Graduate,45,Fourth Edition,{Number:ATHABA-5},11/13/2014,1/12/2019,,,,,,,,,,,30,,,,,15,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Selecting and Implementing Interventions,ATHABA 6,Graduate,2,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,30,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Intervention and Implementation I,ATHABA-6,Graduate,15,Fourth Edition,{Number:ATHABA-6},11/13/2014,1/12/2019,,,,,,,,,,,,,5,5,5,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Behaviour Change Applications,ATHABA-4,Graduate,45,Fourth Edition,{Number:ATHABA-4},11/13/2014,7/14/2018,,,,,,,,,,,,45,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Intervention and Implementation II,ATHABA-9,Graduate,30,Fourth Edition,{Number:ATHABA-9},11/13/2014,4/7/2019,,,,,,,,,,,,,5,5,5,15,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Measurement and Experimental Design II,ATHABA-7,Graduate,30,Fourth Edition,{Number:ATHABA-7},11/13/2014,1/20/2019,,,,,,,,,15,15,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Behaviour Assessment,ATHABA 3,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,45,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Behaviour Change Applications,ATHABA-4,Graduate,45,Fourth Edition,{Number:ATHABA-4},11/13/2014,7/14/2018,,,,,,,,,,,,45,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Behaviour Change Procedures,ATHABA 4,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,33,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Personnel Supervision and Management,ATHABA 7,Graduate,2,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,,30
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Measurement & Experimental Design,ATHABA 2,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,45,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Ethical and Professional Conduct,ATHABA-8,Graduate,30,Fourth Edition,{Number:ATHABA-8},11/13/2014,5/12/2019,,,,,,,30,,,,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Philosophical Underpinnings & Concepts and Principles II,ATHABA 8,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,45,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Measurement and Experimental Design I,ATHABA-2,Graduate,15,Fourth Edition,{Number:ATHABA-2},11/13/2014,1/21/2018,,,,,,,,,10,5,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Philosophical Undepinnings & Concepts and Principles,ATHABA 1,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,45,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Selecting and Implementing Interventions,ATHABA 6,Graduate,2,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,30,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Ethics,ATHABA 5,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,45,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,"Identification, Assessment, and Discretionary",ATHABA-5,Graduate,45,Fourth Edition,{Number:ATHABA-5},11/13/2014,1/12/2019,,,,,,,,,,,30,,,,,15,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Behaviour Change Procedures,ATHABA 4,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,33,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Measurement & Experimental Design,ATHABA 2,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,45,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Concepts and Principles of Behaviour Analysis,ATHABA-1,Graduate,45,Fourth Edition,{Number:ATHABA-1},,1/13/2019,,,,,,,,45,,,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Personnel Supervision and Management,ATHABA 7,Graduate,1,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,,,,,,,,15
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Ethics,ATHABA 5,Graduate,3,Fifth Edition,,,,2018,,Fall,,,,,,,,,,,,,,45,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Measurement and Experimental Design I,ATHABA-2,Graduate,15,Fourth Edition,{Number:ATHABA-2},11/13/2014,1/21/2018,,,,,,,,,10,5,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4261 BCBA,4261, BCBA,Introduction to Ethical and Professional Conduct,ATHABA-3,Graduate,15,Fourth Edition,{Number:ATHABA-3},11/13/2014,1/14/2018,,,,,,,15,,,,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Concepts and Principles of Behaviour Analysis,ATHABA-1,Graduate,45,Fourth Edition,{Title:ATHABA-1},11/13/2014,1/13/2019,,,,,,,,45,,,,,,,,,,,,,,,,
Association for training in Neurodevelopment Monorodi,Monorodi,4262 BCaBA,4262, BCaBA,Introduction to Ethical and Professional Conduct,ATHABA-3,Graduate,15,Fourth Edition,{Title:ATHABA-3},11/13/2014,1/14/2018,,,,,,,15,,,,,,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Techniques in Applied Behavior Analysis,BEHV 2,Undergraduate,45,Fourth Edition,,,,,,,,,,,5,10,5,10,10,,5,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Application of Fundamental Elements & Systems in Behavioral Intervention,BEHV 9,Undergraduate,45,Fourth Edition,,,,,,,,,,,,,,5,30,5,,,5,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Verbal Behavior,BEHV 7,Undergraduate,15,Fourth Edition,,,,,,,,,,,5,,,10,,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Basic Behavior Principles,BEHV 1,Undergraduate,45,Fourth Edition,,,,,,,,,,,35,,5,,5,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Professional and Ethical Issues,BEHV 3A,Undergraduate,15,Fourth Edition,,,,,,,,,,15,,,,,,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Functional Analysis,BEHV 6,Undergraduate,15,Fourth Edition,,,,,,,,,,,,,,10,,,5,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4183 BCaBA,4183, BCaBA,Issues in the Behavioral Treatment of Autism,BEHV 5,Undergraduate,45,Fourth Edition,,,,,,,,,,,0,,,5,30,5,,5,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Basic Behavior Principles,BEHV 1,Graduate,45,Fourth Edition,,,,,,,,,,,35,,5,,5,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Functional Analysis,BEHV 6,Graduate,15,Fourth Edition,,,,,,,,,,,,,,5,,,,5,5,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Techniques in Applied Behavior Analysis,BEHV 2,Graduate,45,Fourth Edition,,,,,,,,,,,5,10,5,10,10,,5,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Research and applications in Behavior Analysis,BEHV 4,Graduate,45,Fourth Edition,,,,,,,,,,,5,10,10,,10,10,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Ethics and Professional Conduct for Behavior Analysts,(inactive),Graduate,3,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Techniques in Applied Behavior Analysis,(inactive),Graduate,3,Fourth Edition,,,,,,,,,,,5,10,5,10,10,,5,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Ethics and Professional Conduct,BEHV 3B,Graduate,45,Fourth Edition,,,,,,,,,,45,,,,,,,,,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Issues in the Behavioral Treatment of Autism,BEHV 5,Graduate,45,Fourth Edition,,,,,,,,,,,0,5,,15,20,,,5,,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Advanced Topics in Autism,BEHV 8,Graduate,15,Fourth Edition,,,,,,,,,,,,,,,,,5,,10,,,,,,,,
Association Francaise de L'ABA,Psychology,4182 BCBA,4182, BCBA,Verbal Behavior,BEHV 7,Graduate,15,Fourth Edition,,,,,,,,,,,,,,,,,,,15,,,,,,,,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,ALTERNATE 4th Edition Supervision and Management Fluency,Course 8,Graduate,3,Fifth Edition,,,,,,,,,,,,,,,,,,,,,,,,,,15,30
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Concepts of Behavior Analysis,Course 7,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,ABA and System Support,Course 3,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,,,,,45,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Supervision and Management Fluency,Course 5,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,,,,,15,30
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Ethics in ABA,Course 6,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Behavioral  Assessments,Course 2,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Measurement and Single Case Design,Course 4,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
"Associations for the Advancement of Radical Behavior Analysis and the Italian-American Association of Behavior Analysis and Modification, and Behavioral-Cognitive Therapy (AARBA-AIAMC)",Behavior Analysis,51178 BCBA,51178, BCBA,Foundations of ABA,Course 1,Graduate,3,Fifth Edition,,9/1/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,Basic Concepts and Principles of ABA,HRS 331,Undergraduate,3,Fifth Edition,,1/1/2019,,,,,,,,,,,,,,,,,,,1,2,,5,30,7,
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,ABA: The Professional Compliance Code,ABA 360,Undergraduate,3,Fifth Edition,,8/1/2018,,,,,,,,,,,,,,,,,,15,,,,,,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,Behavioral and Functional Assessment,ABA 600,Graduate,3,Fifth Edition,,8/1/2020,,,,,,,,,,,,,,,,,,,,,,,45,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,Measurement and Research Methods in Behavior Analysis,ABA 501,Graduate,3,Fifth Edition,,1/1/2021,,,,,,,,,,,,,,,,,,,,,,45,,,
Assumption College,Psychology,4362 BCBA,4362, BCBA,Behavioral and Functional Assessment,ABA 600,Graduate,45,Fourth Edition,,1/1/2016,7/31/2020,,,,,,,,,3,,30,,,,,12,,,,,,,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,"Ethical, Legal, and Professional Topics in Behavior Analysis",ABA 603,Graduate,3,Fifth Edition,,1/1/2021,,,,,,,,,,,,,,,,,,45,,,,,,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,Behavior-Analytic Interventions II,ABA 602,Graduate,3,Fifth Edition,,8/1/2021,,,,,,,,,,,,,,,,,,,,,,,,15,30
Assumption College,Psychology,51127 BCBA,51127, BCBA,Conceptual Foundations of Behavior Analysis,ABA 604,Graduate,3,Fifth Edition,,1/1/2022,,,,,,,,,,,,,,,,,,,45,,,,,,
Assumption College,Psychology,4362 BCBA,4362, BCBA,Measurement and Research Methods in Behavior Analysis,ABA 501,Graduate,45,Fourth Edition,,1/1/2016,8/31/2020,,,,,,,,,22,20,,,,,,3,,,,,,,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,Behavior-Analytic Interventions I,ABA 601,Graduate,3,Fifth Edition,,5/1/2021,,,,,,,,,,,,,,,,,,,,,,,,45,
Assumption College,Psychology,4362 BCBA,4362, BCBA,Principles of Learning and Behavior Analysis,ABA 500,Graduate,45,Fourth Edition,,8/1/2016,7/31/2020,,,,,,,,45,,,,,,,,,,,,,,,,
Assumption College,Psychology,51127 BCBA,51127, BCBA,Principles of Learning and Behavior Analysis,ABA 500,Graduate,3,Fifth Edition,,8/1/2020,,,,,,,,,,,,,,,,,,,,45,,,,,
Assumption College,Psychology,4362 BCBA,4362, BCBA,Behavior-Analytic Interventions I,ABA 601,Graduate,45,Fourth Edition,,1/1/2016,12/31/2020,,,,,,,,,,,,25,10,,,10,,,,,,,,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Psychology of Learning,PSY 253,Undergraduate,45,Fourth Edition,{Number:PSY 353}{Title:Psychology of Learning},,12/31/2017,2017,,Fall,,,,,42,,,,2,,1,,,,,,,,,,
Assumption College,Psychology,4362 BCBA,4362, BCBA,"Ethical, Legal, and Professional Topics in Behavior Analysis",ABA 603,Graduate,45,Fourth Edition,,1/1/2016,12/31/2020,,,,,,,45,,,,,,,,,,,,,,,,,
Assumption College,Psychology,4362 BCBA,4362, BCBA,Behavior-Analytic Interventions II,ABA 602,Graduate,45,Fourth Edition,,1/1/2016,7/31/2021,,,,,,,,,,,,20,,10,10,5,,,,,,,,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Applied Behavior Analysis: Evidence-based Interventions,ABA 350,Undergraduate,45,Fourth Edition,{Title:ABA;EVIDENCE-BASED INTERVENTNS},,12/31/2017,2017,,Fall,,,,,,10,10,,23,,2,,,,,,,,,,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Basic Concepts and Principles of Applied Behavior Analysis,HRS 331,Undergraduate,45,Fourth Edition,{Title:Basic Concepts & Prin of ABA},,12/31/2017,2017,,Fall,,,,,3,5,,30,2,5,,,,,,,,,,,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Applied Behavior Analysis: Skill Acquisition,ABA 340,Undergraduate,45,Fourth Edition,{Title:ABA:SKILL ACQUISITION},,12/31/2017,2017,,Fall,,,,,,5,,10,15,,,,15,,,,,,,,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Applied Behavior Analysis: The Professional Compliance Code,ABA 360,Undergraduate,15,Fourth Edition,{Title:ABA:PROFSSONL CMPLIANCE CODE},,12/31/2017,2017,,Fall,,,,15,,,,,,,,,,,,,,,,,
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,ABA: Implications for Practice,ABA 450,Undergraduate,3,Fifth Edition,,1/1/2019,,,,,,,,,,,,,,,,,,15,,,,,5,10,15
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,ABA: Evidence-based Interventions,ABA 350,Undergraduate,3,Fifth Edition,,8/1/2018,,,,,,,,,,,,,,,,,,,,,,20,,25,
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,ABA: Skill Acquisition,ABA 340,Undergraduate,3,Fifth Edition,,1/1/2018,,,,,,,,,,,,,,,,,,,,,,5,10,30,
Assumption College,Psychology,51131 BCaBA,51131, BCaBA,Psychology of Learning,PSY 253,Undergraduate,3,Fifth Edition,,8/1/2017,,,,,,,,,,,,,,,,,,,3,39,,,,3,
Assumption College,Psychology,4458 BCaBA  - [Retired],4458, BCaBA  - [Retired],Applied Behavior Analysis: Implications for Practice,ABA 450,Undergraduate,45,Fourth Edition,{Title:ABA:IMPLICATIONS FOR PRACTICE},,12/31/2017,2017,,Fall,,,,15,,,,5,3,,7,15,,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,Measurement and Experimental Design,BEHABA-2,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,,,25,20,,,,,,,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,Behavior Change Applications,BEHABA-4,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,,,,,,45,,,,,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,Concepts and Principles of Behavior Analysis,BEHABA-1,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,Ethical and Professional Conduct,BEHABA-3,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,"Identification, Assessment, and Discretionary",BEHABA-5,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,,,,,30,,,,,15,,,,,,,,
Atbalsts Latvia,Education,4455 BCBA,4455, BCBA,Intervention and Implementation,BEHABA-6,Graduate,45,Fourth Edition,,8/2/2017,,,,,,,,,,,,,,10,10,10,15,,,,,,,,
